"Year","Player","Pos","HT","WT","Team","Selection Type","NBA Draft Status","Nationality"
1976,"Randy Smith","GF","6-3","180","Buffalo Braves","Eastern All-Star Coaches Selection","1970 Rnd 14 Pick 2","United States"
1976,"Rudy Tomjanovich","F","6-8","218","Houston Rockets","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 2","United States"
1976,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1976,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1976,"Alvan Adams","FC","6-9","210","Phoenix Suns","Western All-Star Coaches Selection","1975 Rnd 1 Pick 4","United States"
1976,"Tiny Archibald","PG","6-1","150","Kansas City Kings","Western All-Star Fan Vote Selection","1970 Rnd 2 Pick 2","United States"
1976,"Rick Barry","F","6-7","205","Golden State Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1976,"Fred Brown","G","6-3","182","Seattle SuperSonics","Western All-Star Coaches Selection","1971 Rnd 1 Pick 6","United States"
1976,"Bob Dandridge","SF","6-6","195","Milwaukee Bucks","Western All-Star Fan Vote Selection","1969 Rnd 4 Pick 2","United States"
1976,"Curtis Rowe","PF","6-7","225","Detroit Pistons","Western All-Star Coaches Selection","1971 Rnd 1 Pick 11","United States"
1976,"Phil Smith","SG","6-4","185","Golden State Warriors","Western All-Star Coaches Selection","1974 Rnd 2 Pick 11","United States"
1976,"Norm Van Lier","PG","6-1","173","Chicago Bulls","Western All-Star Coaches Selection","1969 Rnd 3 Pick 5","United States"
1976,"Scott Wedman","GF","6-7","215","Kansas City Kings","Western All-Star Coaches Selection","1974 Rnd 1 Pick 6","United States"
1976,"Jamaal Wilkes","GF","6-6","190","Golden State Warriors","Western All-Star Coaches Selection","1974 Rnd 1 Pick 11","United States"
1976,"Brian Winters","GF","6-4","185","Milwaukee Bucks","Western All-Star Fan Vote Selection","1974 Rnd 1 Pick 12","United States"
1977,"Phil Chenier","PG","6-3","180","Washington Bullets","Eastern All-Star Coaches Selection","1971 NBA Draft, Undrafted","United States"
1977,"Doug Collins","GF","6-6","180","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1973 Rnd 1 Pick 1","United States"
1977,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 4","United States"
1977,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1977,"George Gervin","GF","6-7","180","San Antonio Spurs","Eastern All-Star Coaches Selection","1974 Rnd 3 Pick 4","United States"
1977,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Coaches Selection","1962 Rnd 1 Pick 7","United States"
1977,"Elvin Hayes","FC","6-9","235","Washington Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1977,"Pete Maravich","GF","6-5","197","New Orleans Jazz","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 3","United States"
1977,"Bob McAdoo","FC","6-9","210","New York Knicks","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 2","United States"
1977,"George McGinnis","PF","6-8","235","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1973 Rnd 2 Pick 4","United States"
1977,"Earl Monroe","G","6-3","185","New York Knicks","Eastern All-Star Coaches Selection","1967 Rnd 1 Pick 2","United States"
1977,"Rudy Tomjanovich","F","6-8","218","Houston Rockets","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 2","United States"
1977,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1977,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Coaches Selection","1969 Rnd 1 Pick 1","United States"
1977,"Rick Barry","F","6-7","205","Golden State Warriors","Western All-Star Coaches Selection","1965 Rnd 1 Pick 2","United States"
1977,"Don Buse","G","6-4","190","Indiana Pacers","Western All-Star Coaches Selection","1972 Rnd 3 Pick 4","United States"
1977,"Dan Issel","FC","6-9","235","Denver Nuggets","Western All-Star Fan Vote Selection","1970 Rnd 8 Pick 3","United States"
1977,"Bobby Jones","SF","6-9","210","Denver Nuggets","Western All-Star Fan Vote Selection","1974 Rnd 1 Pick 5","United States"
1977,"Billy Knight","GF","6-6","195","Indiana Pacers","Western All-Star Coaches Selection","1974 Rnd 2 Pick 3","United States"
1977,"Bob Lanier","C","6-11","250","Detroit Pistons","Western All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1977,"Maurice Lucas","PF","6-9","215","Portland Trail Blazers","Western All-Star Coaches Selection","1974 Rnd 1 Pick 14","United States"
1977,"Phil Smith","SG","6-4","185","Golden State Warriors","Western All-Star Coaches Selection","1974 Rnd 2 Pick 11","United States"
1977,"David Thompson","GF","6-5","195","Denver Nuggets","Western All-Star Fan Vote Selection","1975 Rnd 1 Pick 1","United States"
1977,"Norm Van Lier","PG","6-1","173","Chicago Bulls","Western All-Star Fan Vote Selection","1969 Rnd 3 Pick 5","United States"
1977,"Bill Walton","C","6-11","235","Portland Trail Blazers","Western All-Star Coaches Selection","1974 Rnd 1 Pick 1","United States"
1977,"Paul Westphal","G","6-4","195","Phoenix Suns","Western All-Star Fan Vote Selection","1972 Rnd 1 Pick 10","United States"
1978,"Doug Collins","GF","6-6","180","Philadelphia Sixers","Eastern All-Star Coaches Selection","1973 Rnd 1 Pick 1","United States"
1978,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 4","United States"
1978,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1978,"George Gervin","GF","6-7","180","San Antonio Spurs","Eastern All-Star Fan Vote Selection","1974 Rnd 3 Pick 4","United States"
1978,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Coaches Selection","1962 Rnd 1 Pick 7","United States"
1978,"Elvin Hayes","FC","6-9","235","Washington Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1978,"Larry Kenon","PF","6-9","205","San Antonio Spurs","Eastern All-Star Fan Vote Selection","1973 Rnd 3 Pick 15","United States"
1978,"Moses Malone","C","6-10","215","Houston Rockets","Eastern All-Star Coaches Selection","1975 NBA Draft, Undrafted","United States"
1978,"Pete Maravich","GF","6-5","197","New Orleans Jazz","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 3","United States"
1978,"Bob McAdoo","FC","6-9","210","New York Knicks","Eastern All-Star Coaches Selection","1972 Rnd 1 Pick 2","United States"
1978,"Truck Robinson","F","6-7","225","New Orleans Jazz","Eastern All-Star Coaches Selection","1974 Rnd 2 Pick 4","United States"
1978,"Randy Smith","GF","6-3","180","Buffalo Braves","Eastern All-Star Coaches Selection","1970 Rnd 14 Pick 2","United States"
1978,"Rick Barry","F","6-7","205","Golden State Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1978,"Walter Davis","GF","6-6","193","Phoenix Suns","Western All-Star Coaches Selection","1977 Rnd 1 Pick 5","United States"
1978,"Artis Gilmore","C","7-2","240","Chicago Bulls","Western All-Star Coaches Selection","1971 Rnd 7 Pick 15","United States"
1978,"Lionel Hollins","G","6-3","185","Portland Trail Blazers","Western All-Star Coaches Selection","1975 Rnd 1 Pick 6","United States"
1978,"Bobby Jones","SF","6-9","210","Denver Nuggets","Western All-Star Coaches Selection","1974 Rnd 1 Pick 5","United States"
1978,"Bob Lanier","C","6-11","250","Detroit Pistons","Western All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1978,"Maurice Lucas","PF","6-9","215","Portland Trail Blazers","Western All-Star Fan Vote Selection","1974 Rnd 1 Pick 14","United States"
1978,"David Thompson","GF","6-5","195","Denver Nuggets","Western All-Star Fan Vote Selection","1975 Rnd 1 Pick 1","United States"
1978,"Bill Walton","C","6-11","235","Portland Trail Blazers","Western All-Star Fan Vote Selection","1974 Rnd 1 Pick 1","United States"
1978,"Paul Westphal","G","6-4","195","Phoenix Suns","Western All-Star Fan Vote Selection","1972 Rnd 1 Pick 10","United States"
1978,"Brian Winters","GF","6-4","185","Milwaukee Bucks","Western All-Star Coaches Selection","1974 Rnd 1 Pick 12","United States"
1979,"Doug Collins","GF","6-6","180","Philadelphia Sixers","Eastern All-Star Coaches Selection","1973 Rnd 1 Pick 1","United States"
1979,"Bob Dandridge","SF","6-6","195","Washington Bullets","Eastern All-Star Coaches Selection","1969 Rnd 4 Pick 2","United States"
1979,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1979,"George Gervin","GF","6-7","180","San Antonio Spurs","Eastern All-Star Fan Vote Selection","1974 Rnd 3 Pick 4","United States"
1979,"Elvin Hayes","FC","6-9","235","Washington Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1979,"Larry Kenon","PF","6-9","205","San Antonio Spurs","Eastern All-Star Coaches Selection","1973 Rnd 3 Pick 15","United States"
1979,"Bob Lanier","C","6-11","250","Detroit Pistons","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1979,"Moses Malone","C","6-10","215","Houston Rockets","Eastern All-Star Fan Vote Selection","1975 NBA Draft, Undrafted","United States"
1979,"Pete Maravich","GF","6-5","197","New Orleans Jazz","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 3","United States"
1979,"Calvin Murphy","PG","5-9","165","Houston Rockets","Eastern All-Star Coaches Selection","1970 Rnd 2 Pick 1","United States"
1979,"Campy Russell","F","6-8","215","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1974 Rnd 1 Pick 8","United States"
1979,"Rudy Tomjanovich","F","6-8","218","Houston Rockets","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 2","United States"
1979,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1979,"Otis Birdsong","GF","6-3","190","Kansas City Kings","Western All-Star Coaches Selection","1977 Rnd 1 Pick 2","United States"
1979,"Walter Davis","GF","6-6","193","Phoenix Suns","Western All-Star Coaches Selection","1977 Rnd 1 Pick 5","United States"
1979,"Artis Gilmore","C","7-2","240","Chicago Bulls","Western All-Star Coaches Selection","1971 Rnd 7 Pick 15","United States"
1979,"Dennis Johnson","PG","6-4","185","Seattle SuperSonics","Western All-Star Coaches Selection","1976 Rnd 2 Pick 12","United States"
1979,"Marques Johnson","GF","6-7","218","Milwaukee Bucks","Western All-Star Fan Vote Selection","1977 Rnd 1 Pick 3","United States"
1979,"Maurice Lucas","PF","6-9","215","Portland Trail Blazers","Western All-Star Coaches Selection","1974 Rnd 1 Pick 14","United States"
1979,"George McGinnis","PF","6-8","235","Denver Nuggets","Western All-Star Fan Vote Selection","1973 Rnd 2 Pick 4","United States"
1979,"Jack Sikma","C","6-11","230","Seattle SuperSonics","Western All-Star Coaches Selection","1977 Rnd 1 Pick 8","United States"
1979,"David Thompson","GF","6-5","195","Denver Nuggets","Western All-Star Fan Vote Selection","1975 Rnd 1 Pick 1","United States"
1979,"Paul Westphal","G","6-4","195","Phoenix Suns","Western All-Star Fan Vote Selection","1972 Rnd 1 Pick 10","United States"
1980,"Tiny Archibald","PG","6-1","150","Boston Celtics","Eastern All-Star Coaches Selection","1970 Rnd 2 Pick 2","United States"
1980,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 6","United States"
1980,"Bill Cartwright","C","7-1","245","New York Knicks","Eastern All-Star Coaches Selection","1979 Rnd 1 Pick 3","United States"
1980,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 4","United States"
1980,"John Drew","GF","6-6","205","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1974 Rnd 2 Pick 7","United States"
1980,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1980,"George Gervin","GF","6-7","180","San Antonio Spurs","Eastern All-Star Fan Vote Selection","1974 Rnd 3 Pick 4","United States"
1980,"Elvin Hayes","FC","6-9","235","Washington Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1980,"Eddie Johnson","SF","6-7","215","N/A","Eastern All-Star Fan Vote Selection","1981 Rnd 2 Pick 6","United States"
1980,"Moses Malone","C","6-10","215","Houston Rockets","Eastern All-Star Fan Vote Selection","1975 NBA Draft, Undrafted","United States"
1980,"Micheal Ray Richardson","PG","6-5","189","New York Knicks","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 4","United States"
1980,"Dan Roundfield","PF","6-8","205","Atlanta Hawks","Eastern All-Star Coaches Selection","1975 Rnd 2 Pick 10","United States"
1980,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1980,"Otis Birdsong","GF","6-3","190","Kansas City Kings","Western All-Star Coaches Selection","1977 Rnd 1 Pick 2","United States"
1980,"Adrian Dantley","SF","6-5","208","Utah Jazz","Western All-Star Fan Vote Selection","1976 Rnd 1 Pick 6","United States"
1980,"Walter Davis","GF","6-6","193","Phoenix Suns","Western All-Star Coaches Selection","1977 Rnd 1 Pick 5","United States"
1980,"World B. Free","G","6-2","185","San Diego Clippers","Western All-Star Fan Vote Selection","1975 Rnd 2 Pick 5","United States"
1980,"Dennis Johnson","PG","6-4","185","Seattle SuperSonics","Western All-Star Coaches Selection","1976 Rnd 2 Pick 12","United States"
1980,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1980,"Marques Johnson","GF","6-7","218","Milwaukee Bucks","Western All-Star Fan Vote Selection","1977 Rnd 1 Pick 3","United States"
1980,"Jack Sikma","C","6-11","230","Seattle SuperSonics","Western All-Star Coaches Selection","1977 Rnd 1 Pick 8","United States"
1980,"Kermit Washington","FC","6-8","230","Portland Trail Blazers","Western All-Star Coaches Selection","1973 Rnd 1 Pick 5","United States"
1980,"Scott Wedman","GF","6-7","215","Kansas City Kings","Western All-Star Coaches Selection","1974 Rnd 1 Pick 6","United States"
1980,"Paul Westphal","G","6-4","195","Phoenix Suns","Western All-Star Coaches Selection","1972 Rnd 1 Pick 10","United States"
1981,"Tiny Archibald","PG","6-1","150","Boston Celtics","Eastern All-Star Coaches Selection","1970 Rnd 2 Pick 2","United States"
1981,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 6","United States"
1981,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1981,"Artis Gilmore","C","7-2","240","Chicago Bulls","Eastern All-Star Fan Vote Selection","1971 Rnd 7 Pick 15","United States"
1981,"Eddie Johnson","SF","6-7","215","N/A","Eastern All-Star Fan Vote Selection","1981 Rnd 2 Pick 6","United States"
1981,"Marques Johnson","GF","6-7","218","Milwaukee Bucks","Eastern All-Star Coaches Selection","1977 Rnd 1 Pick 3","United States"
1981,"Bobby Jones","SF","6-9","210","Philadelphia Sixers","Eastern All-Star Coaches Selection","1974 Rnd 1 Pick 5","United States"
1981,"Mike Mitchell","F","6-7","215","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 15","United States"
1981,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1981,"Micheal Ray Richardson","PG","6-5","189","New York Knicks","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 4","United States"
1981,"Dan Roundfield","PF","6-8","205","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1975 Rnd 2 Pick 10","United States"
1981,"Reggie Theus","GF","6-7","190","Chicago Bulls","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 9","United States"
1981,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1981,"Otis Birdsong","GF","6-3","190","Kansas City Kings","Western All-Star Coaches Selection","1977 Rnd 1 Pick 2","United States"
1981,"Adrian Dantley","SF","6-5","208","Utah Jazz","Western All-Star Fan Vote Selection","1976 Rnd 1 Pick 6","United States"
1981,"Walter Davis","GF","6-6","193","Phoenix Suns","Western All-Star Fan Vote Selection","1977 Rnd 1 Pick 5","United States"
1981,"George Gervin","GF","6-7","180","San Antonio Spurs","Western All-Star Fan Vote Selection","1974 Rnd 3 Pick 4","United States"
1981,"Dennis Johnson","PG","6-4","185","Phoenix Suns","Western All-Star Coaches Selection","1976 Rnd 2 Pick 12","United States"
1981,"Moses Malone","C","6-10","215","Houston Rockets","Western All-Star Coaches Selection","1975 NBA Draft, Undrafted","United States"
1981,"Truck Robinson","F","6-7","225","Phoenix Suns","Western All-Star Coaches Selection","1974 Rnd 2 Pick 4","United States"
1981,"Jack Sikma","C","6-11","230","Seattle SuperSonics","Western All-Star Coaches Selection","1977 Rnd 1 Pick 8","United States"
1981,"Paul Westphal","G","6-4","195","Seattle SuperSonics","Western All-Star Fan Vote Selection","1972 Rnd 1 Pick 10","United States"
1981,"Jamaal Wilkes","GF","6-6","190","Los Angeles Lakers","Western All-Star Coaches Selection","1974 Rnd 1 Pick 11","United States"
1982,"Tiny Archibald","PG","6-1","150","Boston Celtics","Eastern All-Star Fan Vote Selection","1970 Rnd 2 Pick 2","United States"
